number of bathrooms,living area,number of floors,waterfront present,number of views,grade of the house,Area of the basement,living_area_renov
2.5,1690,2.0,0,0,7,0,2610
2.25,1930,1.0,0,0,8,0,1930
2.0,1300,1.0,0,0,7,0,1630
1.75,1550,1.0,0,0,7,0,1500
2.0,2220,1.0,0,0,7,1020,1300
1.0,1210,1.0,0,0,7,0,2250
2.0,1080,1.0,0,0,7,0,1410
1.0,640,1.0,0,0,5,0,1090
1.0,830,1.0,0,0,6,0,1160
2.5,3280,2.0,1,3,11,0,3530
3.25,3780,1.0,0,1,11,1130,3850
2.5,3320,2.0,0,3,10,0,2870
3.0,2770,2.0,0,0,9,590,1820
1.75,2120,1.5,0,0,8,200,2300
3.0,2370,2.0,0,0,9,620,1690
3.5,2800,2.0,0,0,9,910,2370
2.0,1570,1.5,0,0,8,0,1760
1.5,1180,1.0,0,0,8,0,1660
2.25,2170,2.0,0,0,8,0,1700
2.5,3320,2.0,0,0,9,0,3320
2.5,1710,1.0,0,0,9,270,2140
2.5,3020,1.0,0,0,8,1510,2400
1.75,2620,1.5,0,0,9,0,2230
2.0,3110,1.0,0,0,7,1550,1720
2.75,2240,1.0,0,0,8,780,2360
2.75,2100,1.0,0,0,8,380,2390
3.25,3710,2.0,0,0,8,1200,1720
2.5,2980,1.0,0,0,8,1290,2690
1.5,1780,1.5,0,0,8,0,1380
3.5,1700,2.0,0,0,8,440,1360
1.75,2120,1.0,0,2,8,580,2460
1.75,1740,1.0,0,0,8,0,2180
1.75,2350,1.0,0,2,8,1000,2060
2.5,2080,2.0,0,0,8,0,2210
1.5,1300,1.0,0,0,7,310,1700
0.75,1040,1.0,0,0,7,110,1700
2.5,3020,2.0,0,0,7,0,2640
2.5,1970,2.0,0,0,8,0,1800
1.5,1330,1.5,0,2,7,0,1360
2.0,1510,1.0,0,0,8,0,1510
2.0,1860,1.0,0,0,7,540,1830
2.25,2550,1.0,0,0,7,990,2440
1.75,1850,1.0,0,0,7,970,1450
1.75,1830,1.0,0,2,7,820,1200
1.75,1850,1.0,0,0,7,570,1790
2.25,1760,2.0,0,0,7,430,1150
2.75,2600,1.0,0,0,7,1250,2260
2.0,1350,1.0,0,0,8,0,1660
2.5,2050,3.0,0,0,7,0,2050
2.25,2120,1.0,0,0,7,630,1890
1.0,970,1.0,0,0,7,0,1670
3.25,1410,3.0,0,0,8,0,1410
1.0,1080,1.5,0,0,6,0,1200
2.25,3070,1.0,0,0,9,340,1560
2.25,2280,1.0,0,0,7,600,1890
2.0,1350,1.0,0,0,7,0,1050
2.5,2150,2.0,0,0,8,0,2260
1.0,1010,1.0,0,0,6,0,1040
1.75,1790,1.0,0,0,8,0,1790
1.0,930,1.0,0,0,7,0,1050
1.0,680,1.0,0,0,6,0,1610
2.25,1930,2.0,0,0,8,0,2170
2.5,2130,1.0,0,0,7,800,1840
2.25,2280,2.0,0,0,8,0,1920
2.75,2170,2.0,0,0,7,0,2170
2.75,3070,2.0,0,1,7,710,2570
2.5,2720,1.0,0,0,8,600,2340
1.75,1320,1.0,0,0,7,0,1320
1.0,1620,1.0,0,0,7,500,1790
1.75,1880,1.0,0,0,8,0,1880
1.0,1570,1.0,0,0,7,0,1380
1.75,1670,1.5,0,0,7,0,1990
2.5,2430,2.0,0,0,8,0,2100
2.5,1980,2.0,0,0,8,0,2050
2.5,1980,2.0,0,0,7,0,2200
1.0,1390,1.0,0,0,7,0,1320
2.0,1890,1.0,0,0,7,0,1600
1.0,1030,1.0,0,0,7,0,1250
1.0,780,1.0,0,0,7,0,1100
1.5,1380,1.0,0,0,7,0,1600
3.0,2400,2.0,0,0,7,0,2060
2.5,2040,2.0,0,0,7,0,2040
1.75,1540,1.0,0,0,7,380,1540
1.5,1380,1.0,0,0,6,0,3130
2.5,1730,1.0,0,0,7,370,1730
1.0,710,1.0,0,0,6,0,900
2.75,2250,1.0,0,0,8,930,1800
1.0,1500,1.0,0,0,6,0,1730
1.0,970,1.0,0,0,7,0,1110
1.75,1380,1.0,0,0,7,0,1380
2.5,1960,1.0,0,0,7,740,2030
1.0,1190,1.0,0,0,7,0,1190
1.0,1190,1.0,0,0,7,0,1190
1.75,1610,1.0,0,0,7,510,1510
2.0,1310,2.0,0,0,6,0,1310
1.5,1150,1.0,0,0,7,0,1630
1.0,1030,1.5,0,0,5,0,1330
1.0,680,1.0,0,0,6,0,1240
1.0,1180,1.0,0,0,7,0,1220
1.0,910,1.5,0,0,5,0,1400
1.0,810,1.0,0,0,7,0,1180
1.0,790,1.0,0,0,6,0,810
3.25,4580,2.0,0,3,11,1500,3540
2.5,2980,1.5,1,4,8,1180,2340
2.5,2790,2.0,0,0,10,860,2320
3.25,3560,1.5,0,0,8,800,3210
2.75,2500,2.0,0,0,9,130,2090
2.5,2830,3.0,0,0,10,0,1780
3.0,2940,2.0,0,1,9,720,2240
4.0,3650,2.0,0,3,9,320,3220
2.5,3040,1.0,0,2,8,1400,2920
3.0,2440,1.5,0,0,8,960,1770
1.5,1590,1.0,0,2,8,280,2080
2.5,2740,2.0,0,0,9,0,2880
1.75,1690,1.0,0,0,8,0,2300
2.25,3210,1.5,0,0,8,0,2820
3.5,3420,2.0,0,0,9,0,3580
2.5,2810,1.0,0,0,7,1070,1970
3.0,3040,3.0,0,2,10,0,1820
2.5,3050,2.0,0,0,8,0,2580
2.5,2470,2.0,0,0,8,690,1940
3.25,3500,2.0,0,0,8,740,2820
2.5,2070,1.5,0,0,9,480,2050
1.0,1150,1.0,0,0,7,0,2240
2.5,2520,2.0,0,0,10,0,2630
3.25,1290,2.0,0,2,9,200,1710
2.75,3220,2.0,0,0,8,0,2820
2.25,2310,1.0,0,0,8,530,2310
2.0,2330,1.5,0,0,7,750,1750
2.0,2850,1.0,0,3,8,510,2860
1.75,1830,1.5,0,0,7,0,1830
2.25,1640,1.5,0,0,8,100,1530
1.5,2040,1.0,0,0,7,760,1970
2.75,1980,2.0,0,0,9,0,1950
2.5,3480,1.0,0,0,9,1500,3480
1.5,2180,1.5,0,0,7,840,1530
2.75,2680,1.0,0,0,7,1340,1240
1.5,1690,1.0,0,0,7,460,1690
1.75,1990,1.0,0,0,7,960,1560
1.75,1800,1.0,0,0,7,380,1620
2.0,1840,1.0,0,0,7,880,1810
2.0,1450,1.5,0,0,7,0,1660
1.5,1770,1.0,0,0,7,0,1600
2.0,1440,1.0,0,0,7,0,1780
1.75,1240,1.0,0,0,7,0,1150
1.75,2130,1.0,0,3,7,800,2380
4.5,3500,2.0,0,0,7,0,1550
1.75,1240,1.0,0,0,7,0,2060
1.0,940,1.0,0,0,7,0,1660
0.75,1060,1.0,1,2,6,500,750
1.75,1270,1.0,0,0,7,0,1470
2.5,2717,2.0,0,0,8,0,2550
1.0,1250,1.0,0,0,7,0,1350
1.0,1850,2.0,0,0,6,110,1520
1.0,1150,1.0,0,0,7,0,1510
3.0,2240,2.0,0,0,7,0,1650
2.5,1680,2.0,0,0,7,0,2160
2.25,1540,2.0,0,0,7,0,1560
1.0,1160,1.5,0,0,7,0,1340
2.75,2370,2.0,0,0,7,0,1960
1.0,1160,1.0,0,0,7,0,1160
3.0,2744,2.0,0,0,7,0,2470
1.0,1170,1.0,0,0,6,0,1100
2.75,3080,1.0,0,2,7,1470,2424
1.0,1550,1.0,0,0,7,300,2120
2.25,2420,1.0,0,0,8,1050,2150
1.0,640,1.0,0,0,5,0,1270
2.5,1650,2.0,0,0,7,0,1930
2.5,1808,1.0,0,0,8,0,1450
2.25,1740,1.0,0,0,7,0,1420
1.5,1200,2.0,0,0,7,0,1530
1.75,1290,2.0,0,0,8,0,1410
2.0,1440,1.0,0,0,5,0,1500
1.0,960,1.0,0,0,7,0,1930
2.75,1590,1.5,0,0,5,0,1310
2.5,1660,2.0,0,0,7,0,1740
4.75,6240,1.0,0,3,11,1630,4170
2.25,4250,1.0,0,2,9,1870,3460
2.5,4570,2.0,0,0,12,0,3860
3.25,4260,2.0,0,0,10,0,4020
1.75,2440,1.0,0,4,8,1020,2500
3.5,2940,2.0,0,0,10,0,2760
2.5,2000,2.0,0,4,9,0,2510
2.75,3540,2.0,0,0,9,0,3540
2.0,2590,1.5,0,0,7,800,2440
2.5,3260,2.0,0,0,9,0,2520
2.5,2900,2.0,0,0,9,0,2901
2.5,3490,2.0,0,0,9,0,2850
3.5,3760,2.0,0,3,9,940,3000
3.5,2600,2.0,0,0,8,780,2000
3.5,4140,2.0,0,0,8,0,3330
2.75,2940,2.0,0,0,9,0,2410
1.0,1680,1.5,0,0,7,0,1740
1.5,1910,1.5,0,0,7,300,2170
1.0,1500,1.5,0,0,7,0,1780
2.25,1960,1.0,0,0,8,0,2800
2.5,2630,2.0,0,0,9,0,2800
1.5,1860,2.0,0,1,7,0,1670
2.75,1430,2.0,0,0,9,300,1930
1.75,1720,1.0,0,0,7,860,1720
1.75,1900,1.0,0,0,8,0,2220
2.5,2840,2.0,0,0,9,0,2820
3.0,2730,1.0,0,0,8,1060,1150
2.25,2160,1.0,0,0,8,750,2180
2.5,1720,2.0,0,0,8,0,1890
2.5,2860,2.0,0,0,8,0,2650
1.75,2020,1.0,0,0,7,650,1500
2.25,1950,1.0,0,2,7,800,1780
1.0,880,1.0,0,0,7,0,1310
1.75,1650,1.0,0,0,8,0,1700
1.5,960,1.0,0,0,7,0,1550
2.75,1310,3.5,0,0,8,0,1350
2.25,2350,2.0,0,0,8,0,2090
2.5,2090,2.0,0,0,8,0,1640
2.25,1460,2.0,0,0,8,410,1690
1.5,1790,2.0,0,3,7,0,1970
2.0,1560,1.0,0,0,8,770,1410
2.5,1690,1.0,0,0,7,0,860
2.25,1620,2.5,0,0,8,80,1620
1.0,1320,1.0,0,0,7,0,1480
1.0,1380,1.5,0,0,7,0,1160
2.5,2640,2.0,0,0,8,0,2370
2.5,1980,2.0,1,4,10,400,2060
2.5,2420,2.0,0,0,8,0,2370
2.5,2420,2.0,0,0,8,0,2370
1.75,1680,1.0,0,0,8,0,2220
1.0,1210,1.0,0,0,6,350,1210
2.5,2140,2.0,0,0,8,0,2120
2.0,1960,1.0,0,3,6,980,2190
2.5,2517,2.0,0,0,8,0,2390
3.0,2520,1.0,0,0,8,970,1700
1.0,1130,1.0,0,0,7,0,1220
2.0,1340,1.5,0,0,7,0,1420
2.25,1790,1.0,0,0,7,620,1990
2.25,2220,1.0,0,0,8,440,2080
1.0,990,1.0,0,0,7,0,1200
1.5,1510,1.0,0,0,7,0,1590
1.5,1580,1.0,0,0,6,790,1130
2.25,2300,1.0,0,0,8,1000,2350
2.5,1410,2.0,0,0,7,450,1410
2.25,1860,1.0,0,0,7,0,1530
1.0,1340,1.5,0,0,7,0,1620
1.75,1960,1.0,0,0,8,0,2010
1.75,1390,1.0,0,0,7,360,1800
1.0,1020,1.0,0,0,7,0,1000
2.0,2560,1.0,0,0,7,1210,1790
1.75,1350,1.0,0,0,7,0,1660
2.0,1590,1.0,0,0,7,530,1590
1.0,1470,1.0,0,0,7,250,1470
2.25,1650,2.0,0,0,7,0,1510
1.0,1130,1.0,0,0,6,0,1770
1.0,1110,1.0,0,0,7,0,1540
1.0,1130,1.0,0,0,7,0,1540
1.5,1610,1.0,0,0,6,0,1060
1.0,800,1.0,0,0,6,0,1130
7.75,9890,2.0,0,4,13,1030,4540
2.25,2480,1.0,0,4,9,1150,2500
1.75,2520,1.0,0,0,9,1060,1870
2.5,3720,2.0,0,0,10,0,3720
1.0,1820,2.0,0,0,8,0,2050
3.25,3520,2.0,0,0,9,0,3220
2.75,2840,3.0,0,0,9,0,2990
2.5,2780,2.0,0,0,9,0,2750
3.5,3260,2.0,0,0,10,0,3470
2.0,1820,2.0,0,2,8,0,2160
1.5,1760,1.5,0,3,8,470,1840
2.5,2440,2.0,0,0,8,0,2750
1.0,1260,1.5,0,2,7,0,2500
2.75,2640,2.0,0,0,9,0,2640
3.5,4083,2.0,0,0,10,0,2430
3.5,1560,2.0,0,0,8,320,1560
1.75,1460,2.0,0,0,8,460,1440
1.75,1680,1.0,0,0,8,0,2390
2.25,1920,1.5,0,0,7,620,1960
2.0,3030,1.0,0,1,7,930,1990
1.75,2040,1.0,0,0,8,0,2260
1.0,1800,1.5,0,0,7,640,1240
2.0,1680,1.0,0,0,7,840,1680
2.75,1950,3.0,0,0,8,0,910
2.75,3080,2.0,0,3,9,0,3080
2.5,2810,2.0,0,0,9,0,2750
3.0,3610,2.0,0,0,8,0,3610
1.75,2280,1.5,0,0,6,520,1850
2.25,2070,1.0,0,0,8,350,2350
1.5,1940,1.0,0,0,7,970,1250
2.25,1260,3.0,0,0,8,0,1300
3.25,1220,2.0,0,0,8,290,1303
2.5,2450,2.0,0,0,8,0,2300
1.75,1600,1.0,0,0,8,0,2640
1.75,2570,1.0,0,0,8,660,2200
2.25,2090,2.0,0,0,8,0,1800
2.0,1510,1.0,0,0,7,600,1620
2.25,1620,1.0,0,0,7,400,1600
3.0,3223,2.0,0,0,9,0,1979
2.5,2180,2.0,0,0,8,0,2540
2.5,1260,3.0,0,0,8,0,1360
2.5,1460,2.0,0,0,8,260,1280
1.0,720,1.0,0,0,7,0,1330
1.0,2240,1.0,0,0,7,1120,1390
2.5,1660,1.0,0,0,7,0,2060
2.5,2220,2.0,0,0,7,0,2220
1.75,2060,1.0,0,0,7,990,1830
2.5,2245,2.0,0,0,8,0,2530
2.5,2640,2.0,0,0,8,0,1840
1.75,2100,1.0,0,0,7,1050,1730
2.5,1580,2.0,0,0,8,0,1710
1.0,1130,1.5,0,0,7,0,2280
1.5,1890,1.0,0,0,7,0,1510
2.5,1400,2.0,0,0,7,0,1440
1.0,920,1.0,0,0,6,0,1080
2.5,2440,2.0,0,0,8,0,2530
1.75,2010,2.0,0,0,7,0,1770
2.5,1530,1.5,0,0,7,0,1340
3.0,2380,1.0,0,0,8,880,2370
2.5,1700,2.0,0,0,7,0,2190
2.5,2910,2.0,0,0,8,0,2770
1.5,1200,1.0,0,0,7,0,1210
2.5,1914,2.0,0,0,8,0,1714
1.0,920,1.0,0,0,6,0,1640
3.0,2110,2.0,0,0,7,440,2110
2.5,1934,2.0,0,0,8,0,1919
2.5,1540,1.0,0,0,7,460,1220
2.5,2500,1.0,0,0,8,670,2500
1.0,1290,1.0,0,0,7,320,1300
1.5,1830,1.5,0,0,7,0,1440
1.0,1150,1.0,0,0,6,0,1230
2.5,1390,2.0,0,0,7,0,1390
1.0,1510,1.5,0,0,6,0,1210
1.0,1320,1.0,0,0,6,0,1070
2.0,1440,1.0,0,0,5,0,1440
1.0,1070,1.0,0,0,6,0,1360
1.5,1210,1.5,0,0,6,0,1570
2.0,1970,1.0,0,0,8,940,1650
2.5,2410,2.0,0,0,7,0,2410
1.75,1550,1.0,0,0,7,520,1550
1.5,1050,1.0,0,0,6,0,1100
2.25,3270,2.0,0,2,9,800,3690
2.0,1490,3.0,0,0,9,0,1490
2.5,2760,1.5,0,0,8,1030,1680
3.25,2670,1.0,0,0,9,1030,1610
1.0,870,1.0,0,0,7,0,1250
3.5,3280,2.0,0,0,11,400,2050
4.5,3860,2.0,0,4,11,920,3750
2.5,3450,1.5,0,0,9,1270,3770
2.25,2160,2.0,1,4,9,0,2660
2.75,4510,2.5,0,2,8,1240,2010
2.5,3050,1.0,0,4,8,1400,2970
3.25,3620,2.0,0,0,10,890,2040
1.0,1630,1.5,0,0,8,0,1710
2.5,3620,2.0,0,0,10,0,2950
2.75,2610,1.0,0,0,8,1350,1770
4.0,3610,2.0,0,0,10,0,3530
2.5,2260,1.0,0,0,8,490,2630
2.75,2270,2.0,0,0,9,0,2610
3.5,3010,2.0,0,0,10,0,2780
3.5,3030,3.0,0,0,9,0,2910
3.25,3000,1.0,0,0,10,590,4270
3.25,3310,2.0,0,0,9,0,2670
2.0,2660,1.5,0,3,8,720,2270
3.0,1986,2.0,0,2,8,240,1930
2.75,2580,2.0,0,2,8,860,2240
2.25,2380,1.0,0,0,7,840,2230
2.0,1780,1.5,0,0,7,800,1690
2.0,2520,1.0,0,0,8,730,1590
2.5,2500,2.0,0,0,9,0,2500
2.25,2330,1.0,0,0,8,880,2330
4.0,2690,1.0,0,0,8,0,1840
2.0,1460,2.0,0,0,7,0,1590
2.5,1880,1.0,0,0,7,620,1950
2.5,2780,2.0,0,3,9,0,3160
2.25,1640,2.0,0,0,8,0,1830
2.25,1700,3.0,0,0,8,0,1560
1.75,1400,1.5,0,0,7,0,1050
1.0,920,1.0,0,3,7,0,1890
2.25,1890,1.0,0,0,8,0,1940
2.5,2140,2.0,0,0,8,0,1690
2.0,1600,1.0,0,0,7,610,1580
1.75,2290,1.0,0,0,8,1020,2290
1.75,1530,1.0,0,0,7,430,1780
2.5,1880,2.0,0,0,8,0,2040
2.5,2130,2.0,0,0,8,0,2130
2.5,2120,2.0,0,0,8,350,2480
2.5,2000,1.0,0,0,7,700,2110
2.5,2470,2.0,0,0,8,0,1690
1.75,1640,1.0,0,0,6,0,1580
1.5,2260,1.0,0,0,7,1060,1950
1.75,1440,1.0,0,0,6,720,1500
2.25,1840,2.0,0,0,8,0,2150
1.5,1240,1.0,0,0,7,0,1640
2.25,1770,2.0,0,0,7,0,2470
2.5,2070,2.0,0,0,7,0,2230
1.75,1410,1.0,0,0,7,0,1970
2.25,1350,2.0,0,0,7,0,1650
1.5,1980,1.0,0,0,7,0,1980
1.75,1560,1.0,0,0,7,0,2230
1.0,1420,1.0,0,0,7,0,1670
1.5,1180,1.0,0,0,7,0,1510
2.0,2140,1.0,0,0,7,0,2310
1.0,950,1.0,0,0,7,0,1610
2.25,1750,1.5,0,0,8,0,1750
2.5,2680,2.0,0,0,8,0,2400
1.5,1340,2.0,0,0,7,300,1220
1.5,1360,1.0,0,0,6,500,1560
2.25,1900,2.0,0,0,7,0,1950
3.25,1340,3.0,0,0,7,0,1290
1.0,1350,1.0,0,0,6,0,2080
2.5,1900,2.0,0,0,7,0,2230
2.5,2240,2.0,0,0,9,0,2240
2.5,1730,2.0,0,0,8,0,2030
1.0,1530,1.0,0,0,7,400,1540
2.0,1220,1.0,0,0,6,500,1640
2.5,2320,2.0,0,0,8,0,2230
2.5,1950,2.0,0,0,7,0,1890
1.5,1320,1.0,0,0,7,0,1250
2.25,1670,2.0,0,0,7,0,1670
2.25,2270,1.0,0,2,7,730,1920
2.5,1710,2.0,0,0,7,0,1710
1.0,700,1.0,0,0,7,0,1070
1.0,1060,1.0,0,0,6,0,1100
1.75,1680,1.0,0,0,7,580,2400
1.0,1400,1.0,0,0,7,340,1570
1.75,1490,1.0,0,0,6,790,2180
1.75,2170,1.0,0,0,7,540,2049
2.5,1580,1.0,0,0,7,0,1320
2.5,1794,2.0,0,0,7,0,3557
2.5,1560,2.0,0,0,7,0,1360
1.75,1550,2.0,0,0,7,0,1550
1.75,1510,2.0,0,0,7,0,1470
2.5,2130,1.0,0,0,8,840,1770
1.5,1460,1.0,0,0,7,0,1460
1.0,1480,1.0,0,0,6,700,760
1.0,1090,1.0,0,0,6,0,1040
5.0,7100,2.5,0,0,13,1860,3130
3.75,4475,2.0,1,4,12,1816,4340
3.25,3980,2.0,0,0,10,0,2450
2.5,4570,2.0,0,0,10,0,3180
4.0,4390,2.0,0,0,9,1460,1560
2.5,2860,2.0,0,0,8,700,1340
4.0,3600,2.0,0,0,9,990,1430
3.5,3740,2.0,0,0,9,880,1520
2.75,2370,1.0,0,4,9,700,2840
2.5,2460,1.0,0,0,10,0,2410
2.5,2290,2.0,0,0,8,0,2210
1.75,2590,1.0,0,0,8,0,2340
3.5,2770,2.0,0,0,9,0,2520
2.5,3310,2.0,0,0,9,0,3010
3.5,3060,2.0,0,0,9,650,3170
2.5,2810,2.0,0,0,9,0,2990
2.75,3090,2.0,0,2,8,750,2760
2.75,2770,1.0,0,1,8,1130,2450
2.0,2300,1.0,0,0,8,1150,2300
2.5,2290,2.0,0,0,8,0,2150
3.25,3990,2.0,0,0,9,1590,2580
2.75,3130,2.0,0,0,9,0,1570
2.5,2350,1.0,0,0,9,0,2320
1.75,1610,1.0,0,0,7,700,1420
2.0,2190,1.5,0,0,8,200,1450
3.25,2810,1.0,0,0,8,1130,2110
2.5,2720,1.0,0,0,7,1360,1920
2.5,1910,2.0,0,0,8,0,1530
2.5,2410,2.0,0,0,8,0,2350
2.75,2240,2.0,0,0,7,700,1830
2.5,1950,2.0,0,0,8,0,1720
3.0,1670,3.0,0,0,8,243,1700
2.75,3140,1.0,0,0,8,1240,3170
2.75,2920,2.0,0,0,8,0,2520
2.75,2170,1.0,0,0,8,880,2120
2.5,2470,2.0,0,0,9,0,2580
2.5,1990,1.0,0,0,8,450,2470
2.5,2020,1.5,0,0,7,540,1520
1.5,1950,3.0,0,0,8,0,1590
1.5,1620,2.0,0,0,9,540,1660
1.5,1580,1.5,0,0,7,290,1690
2.0,2390,1.5,0,0,7,0,2250
2.0,1560,1.0,0,0,8,0,1870
2.5,2400,1.0,0,0,7,1010,2010
1.75,1770,1.0,0,0,7,600,1670
3.5,1820,2.0,0,0,8,390,1550
2.5,1910,2.0,0,0,8,0,1800
2.25,1820,1.0,0,0,8,600,2050
2.5,2300,2.0,0,0,6,0,1880
2.25,1190,2.0,0,0,7,230,1190
2.5,2440,2.0,0,0,8,0,2260
2.5,2210,2.0,0,0,8,0,2430
1.5,1740,1.0,0,0,7,140,1650
2.75,2290,2.0,0,0,7,0,2270
1.75,1230,1.0,0,0,7,0,1530
2.0,2090,1.0,0,0,6,1030,1590
2.75,2400,1.0,0,0,7,1200,2390
2.5,1970,2.0,0,0,8,0,2640
2.5,1610,2.0,0,0,7,0,1300
1.0,980,1.0,0,0,7,0,1260
2.5,1700,2.0,0,0,7,0,1700
2.0,1150,1.0,0,0,7,0,2470
1.75,2030,1.0,0,0,8,420,1650
1.0,1040,1.0,0,0,7,0,3120
1.75,1960,1.0,0,0,7,980,1380
1.0,1720,1.0,0,0,7,0,1550
2.5,2900,2.0,0,0,8,0,2900
3.25,1600,3.0,0,0,8,0,1600
2.25,1840,1.0,0,0,7,640,1710
1.75,2240,1.0,0,0,7,1120,1440
1.75,1670,1.0,0,0,7,570,1080
1.0,2130,1.5,0,0,7,0,1780
2.5,1930,2.0,0,0,7,0,1670
2.75,2090,1.0,0,0,6,0,1460
1.0,1000,1.0,0,0,6,0,1940
2.75,2300,1.0,0,0,7,740,1870
2.5,2740,1.5,0,2,8,0,2030
1.0,840,1.0,0,0,6,0,1320
1.75,2140,1.0,0,0,7,720,2040
2.25,1890,1.0,0,0,8,630,1890
2.25,1900,1.0,0,0,7,500,1700
0.75,740,1.0,0,0,6,0,1430
1.5,1240,1.0,0,0,7,0,1670
2.0,1810,1.0,0,0,7,570,1750
1.75,1650,1.0,0,0,7,640,1840
1.5,1260,1.5,0,0,7,0,1300
1.75,1530,1.0,0,0,7,460,1770
1.5,1280,1.0,0,0,7,0,1520
1.0,1120,1.0,0,1,6,400,2160
2.5,1720,2.0,0,0,7,0,1720
2.5,2300,2.0,0,0,7,0,1820
2.25,1770,1.0,0,0,7,430,1270
2.5,1520,1.0,0,0,7,360,1580
1.75,1310,1.0,0,0,7,440,1840
1.0,1640,1.0,0,0,7,0,1340
1.5,1670,1.0,0,0,7,0,2077
1.0,990,1.0,0,0,6,0,2090
1.5,1270,1.0,0,0,6,0,1270
1.0,1760,1.0,0,0,7,530,1180
1.0,1210,1.0,0,0,7,0,1210
1.0,1640,1.0,0,0,7,600,2080
2.25,1470,1.0,0,0,7,310,1670
1.0,790,1.0,0,0,6,0,850
3.5,3845,2.0,0,0,10,0,1710
2.25,3180,2.0,0,0,10,0,3180
3.25,3160,2.0,0,2,9,0,3450
1.75,2550,2.0,0,0,9,900,2100
2.5,2110,1.0,0,2,8,0,2230
2.5,2260,2.0,0,0,8,560,1740
1.75,2170,1.0,0,2,8,0,3020
1.0,2290,1.5,0,4,7,140,2390
3.5,3650,2.0,0,0,10,0,3730
4.5,4000,2.0,0,0,7,0,1380
4.25,4110,2.0,0,2,10,1140,2730
1.5,1790,1.0,0,0,7,870,1910
2.5,2890,2.0,0,0,8,0,2890
2.5,2820,1.0,0,3,9,1040,2300
1.75,1650,1.0,0,0,8,180,2020
1.75,2330,1.0,0,0,8,740,2420
1.5,2510,2.5,0,0,8,0,1740
2.75,2420,1.0,0,0,7,750,1620
2.25,2200,1.0,0,0,8,770,2420
3.5,5110,2.0,0,0,10,1260,1790
2.25,2130,2.0,0,0,9,0,2590
2.5,2970,2.0,0,0,9,0,3170
1.5,2190,1.0,0,3,8,0,2520
4.5,4440,2.0,0,0,10,0,2720
3.0,3030,2.0,0,0,8,1270,2810
2.5,2280,2.0,0,0,8,760,1690
2.25,1780,1.0,0,0,8,470,1780
2.0,2168,1.5,0,0,8,0,1770
1.0,1230,1.5,0,0,7,350,1710
2.75,2170,2.0,0,0,8,0,1170
2.5,2360,2.0,0,0,7,0,2290
1.0,2880,1.0,0,0,7,1440,1400
3.0,4180,2.0,0,0,11,0,3010
3.0,3800,1.5,0,0,9,0,2580
2.25,2290,2.0,0,0,8,0,1660
1.0,890,1.0,0,0,7,120,1760
2.0,1720,1.0,0,0,7,860,1280
3.0,2190,2.0,0,0,8,0,2130
2.5,1730,2.0,0,0,8,0,1610
1.0,1010,1.0,0,0,7,0,1800
2.5,2090,1.0,0,0,7,950,1510
2.25,2100,2.0,0,0,8,0,1780
2.5,2390,2.0,0,0,9,0,1720
1.0,1310,1.0,0,0,7,0,1280
2.0,1460,2.0,0,0,8,0,1320
2.5,2598,2.0,0,0,9,0,2502
1.0,2110,1.5,0,0,7,650,1390
2.5,1340,3.0,0,0,8,0,1510
1.5,1660,1.0,0,0,7,660,1570
1.75,2320,1.0,0,0,7,920,1420
2.5,2170,1.0,0,0,7,0,1760
1.0,530,1.0,0,0,6,0,1930
1.5,2390,1.0,0,0,7,0,1370
2.0,1300,1.0,0,0,8,0,1350
1.75,1910,1.0,0,0,7,450,1810
2.0,1710,1.0,0,0,7,0,1430
3.0,2860,1.0,0,0,7,1130,2340
1.0,1220,1.0,0,0,6,0,1490
2.0,1360,1.5,0,0,8,0,1450
1.5,1560,1.0,0,0,6,500,1320
2.25,1280,2.0,0,0,7,0,1250
2.25,1381,3.0,0,0,8,0,1381
2.25,2450,2.0,0,0,8,0,2310
3.5,2770,2.0,0,0,8,670,2030
2.0,1010,1.0,0,0,8,0,1700
2.75,1920,1.0,0,0,8,910,1910
1.0,1550,1.0,0,0,6,0,1210
2.5,2550,2.5,0,0,7,0,1750
1.75,1790,1.0,0,0,6,850,1160
2.0,1780,1.0,0,0,7,880,1550
2.75,2110,1.0,0,0,7,820,1980
2.0,2020,1.0,0,0,8,0,1940
2.5,1850,2.0,0,0,7,0,1940
1.0,670,1.0,0,0,6,0,710
2.0,1540,1.0,0,0,7,0,2260
2.5,1560,2.0,0,0,7,0,1860
1.0,1210,1.0,0,0,7,0,1640
2.0,1850,1.0,0,0,8,0,2250
1.75,2630,1.0,0,0,7,1300,2520
1.0,1720,1.0,0,0,7,860,1720
2.5,1600,2.0,0,0,7,0,1830
2.5,1730,2.0,0,0,7,0,1710
1.75,2210,1.0,0,0,8,570,2070
2.25,1810,2.0,0,0,7,0,1720
1.75,1840,1.0,0,0,7,270,1282
1.75,1300,1.0,0,0,6,650,1370
1.75,1470,1.0,0,0,7,0,1430
2.75,2000,1.0,0,0,7,740,1960
1.0,1140,1.0,0,0,6,0,1300
1.75,1100,1.0,0,0,6,0,1100
2.0,1260,1.0,0,0,6,0,1120
1.75,1330,1.0,0,0,8,0,1220
1.75,1330,1.0,0,0,7,0,1330
1.75,1230,1.0,0,0,6,0,1550
1.0,760,1.0,0,0,5,0,1020
1.0,890,1.0,0,0,6,0,1590
1.0,1200,2.0,0,0,7,0,3290
1.0,810,1.0,0,0,5,0,1040
